"Time","Type","Details"
"2024-08-12 10:55 PM","Application Error","Faulting application name: AdobeARM.exe, version: 1.824.460.1091, time stamp: 0x66aa7004&#x000d;&#x000a;Faulting module name: ntdll.dll, version: 10.0.22621.3733, time stamp: 0x86d1a81c&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x00044079&#x000d;&#x000a;Faulting process id: 0x0x7CB0&#x000d;&#x000a;Faulting application start time: 0x0x1DAED0AC6862224&#x000d;&#x000a;Faulting application path: C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\AdobeARM.exe&#x000d;&#x000a;Faulting module path: C:\windows\SYSTEM32\ntdll.dll&#x000d;&#x000a;Report Id: 4b2cc45a-4a8c-435f-982b-d63a73ca2526&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-08-12 2:53 PM","Application Error","Faulting application name: AdobeARM.exe, version: 1.824.460.1091, time stamp: 0x66aa7004&#x000d;&#x000a;Faulting module name: ntdll.dll, version: 10.0.22621.3733, time stamp: 0x86d1a81c&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x00044079&#x000d;&#x000a;Faulting process id: 0x0x399C&#x000d;&#x000a;Faulting application start time: 0x0x1DAECC74D9BE068&#x000d;&#x000a;Faulting application path: C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\AdobeARM.exe&#x000d;&#x000a;Faulting module path: C:\windows\SYSTEM32\ntdll.dll&#x000d;&#x000a;Report Id: 45e671d3-dd15-4e21-97bf-a40ffe0fd3d4&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-08-09 11:29 PM","Application Error","Faulting application name: KaseyaLiveConnect.exe, version: 9.5.8908.10196, time stamp: 0x664de832&#x000d;&#x000a;Faulting module name: Qt5WebSockets.dll, version: 5.9.1.0, time stamp: 0x59539a1b&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0000000000005fbd&#x000d;&#x000a;Faulting process id: 0x0x4268&#x000d;&#x000a;Faulting application start time: 0x0x1DAEAB0C7F2746A&#x000d;&#x000a;Faulting application path: C:\Program Files\Kaseya Live Connect\KaseyaLiveConnect.exe&#x000d;&#x000a;Faulting module path: C:\Program Files\Kaseya Live Connect\Qt5WebSockets.dll&#x000d;&#x000a;Report Id: a232c555-f4fe-4dc8-9e6e-38217ee56d9c&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-08-08 10:14 PM","Application Error","Faulting application name: ensserver.exe, version: 0.0.0.0, time stamp: 0x622838d2&#x000d;&#x000a;Faulting module name: ucrtbase.dll, version: 10.0.22621.3593, time stamp: 0x84b62951&#x000d;&#x000a;Exception code: 0xc0000409&#x000d;&#x000a;Fault offset: 0x0009e3bb&#x000d;&#x000a;Faulting process id: 0x0x1468&#x000d;&#x000a;Faulting application start time: 0x0x1DAE9BA16A24AFA&#x000d;&#x000a;Faulting application path: C:\Program Files (x86)\EaseUS\ENS\ensserver.exe&#x000d;&#x000a;Faulting module path: C:\windows\System32\ucrtbase.dll&#x000d;&#x000a;Report Id: 401e55f2-cca3-4461-be41-eca22b1ef7a8&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-08-08 1:46 PM","Application Error","Faulting application name: svchost.exe_cbdhsvc, version: 10.0.22621.1, time stamp: 0x6dc5c2a5&#x000d;&#x000a;Faulting module name: SmartActionPlatform.dll, version: 10.0.22621.3672, time stamp: 0xb61c8a2a&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0000000000008905&#x000d;&#x000a;Faulting process id: 0x0x3FB0&#x000d;&#x000a;Faulting application start time: 0x0x1DAE9920D01AC79&#x000d;&#x000a;Faulting application path: C:\windows\system32\svchost.exe&#x000d;&#x000a;Faulting module path: C:\Windows\System32\SmartActionPlatform.dll&#x000d;&#x000a;Report Id: 2db4af93-89f0-4547-9d9c-c9663362543f&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-08-08 1:03 PM","Application Error","Faulting application name: AdobeARM.exe, version: 1.824.460.1078, time stamp: 0x667b94a9&#x000d;&#x000a;Faulting module name: ntdll.dll, version: 10.0.22621.3733, time stamp: 0x86d1a81c&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x00044079&#x000d;&#x000a;Faulting process id: 0x0x861C&#x000d;&#x000a;Faulting application start time: 0x0x1DAE992D85E7BCA&#x000d;&#x000a;Faulting application path: C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\AdobeARM.exe&#x000d;&#x000a;Faulting module path: C:\windows\SYSTEM32\ntdll.dll&#x000d;&#x000a;Report Id: f33e3edf-12c1-486e-bf00-c1b77db0c5fb&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-08-02 8:16 PM","Application Error","Faulting application name: ShellExperienceHost.exe, version: 10.0.22621.3810, time stamp: 0x1944eb96&#x000d;&#x000a;Faulting module name: Windows.UI.QuickActions.dll, version: 10.0.22621.3958, time stamp: 0xaa068fe0&#x000d;&#x000a;Exception code: 0xc0000409&#x000d;&#x000a;Fault offset: 0x00000000004b7b21&#x000d;&#x000a;Faulting process id: 0x0x43B8&#x000d;&#x000a;Faulting application start time: 0x0x1DAE4EC44E14CDA&#x000d;&#x000a;Faulting application path: C:\windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe&#x000d;&#x000a;Faulting module path: C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\Windows.UI.QuickActions.dll&#x000d;&#x000a;Report Id: c18e7f54-40ea-4a7b-9805-08a23b996e43&#x000d;&#x000a;Faulting package full name: Microsoft.Windows.ShellExperienceHost_10.0.22621.3810_neutral_neutral_cw5n1h2txyewy&#x000d;&#x000a;Faulting package-relative application ID: App"
"2024-08-02 7:33 PM","Application Error","Faulting application name: RuntimeBroker.exe, version: 10.0.22621.3672, time stamp: 0xd415d866&#x000d;&#x000a;Faulting module name: shcore.dll, version: 10.0.22621.3958, time stamp: 0xf4ef9ad0&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x000000000001a858&#x000d;&#x000a;Faulting process id: 0x0x5E3C&#x000d;&#x000a;Faulting application start time: 0x0x1DAE4EC454EF97D&#x000d;&#x000a;Faulting application path: C:\Windows\System32\RuntimeBroker.exe&#x000d;&#x000a;Faulting module path: C:\windows\System32\shcore.dll&#x000d;&#x000a;Report Id: 5530f9e7-7098-4890-9009-6782ffd83885&#x000d;&#x000a;Faulting package full name: Microsoft.Windows.ShellExperienceHost_10.0.22621.3810_neutral_neutral_cw5n1h2txyewy&#x000d;&#x000a;Faulting package-relative application ID: runtimebroker07f4358a809ac99a64a67c1"
"2024-07-31 10:10 PM","Application Error","Faulting application name: AirPodsDesktop.exe, version: 0.4.1.0, time stamp: 0x651e896b&#x000d;&#x000a;Faulting module name: ntdll.dll, version: 10.0.22621.3733, time stamp: 0x86d1a81c&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0008d0e6&#x000d;&#x000a;Faulting process id: 0x0x594C&#x000d;&#x000a;Faulting application start time: 0x0x1DAE3966AC1ACF7&#x000d;&#x000a;Faulting application path: C:\Program Files (x86)\AirPodsDesktop\AirPodsDesktop.exe&#x000d;&#x000a;Faulting module path: C:\windows\SYSTEM32\ntdll.dll&#x000d;&#x000a;Report Id: d27298e5-beee-429c-9f65-b4ee853cb59a&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-30 3:52 AM","Application Error","Faulting application name: ensserver.exe, version: 0.0.0.0, time stamp: 0x622838d2&#x000d;&#x000a;Faulting module name: ntdll.dll, version: 10.0.22621.3733, time stamp: 0x86d1a81c&#x000d;&#x000a;Exception code: 0xc0000374&#x000d;&#x000a;Fault offset: 0x000edb7f&#x000d;&#x000a;Faulting process id: 0x0x1910&#x000d;&#x000a;Faulting application start time: 0x0x1DAE2136D8CB247&#x000d;&#x000a;Faulting application path: C:\Program Files (x86)\EaseUS\ENS\ensserver.exe&#x000d;&#x000a;Faulting module path: C:\windows\SYSTEM32\ntdll.dll&#x000d;&#x000a;Report Id: b057e58a-b617-4b21-bebc-a622e1fd6a62&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-29 11:55 PM","Application Error","Faulting application name: lua.exe, version: 6.5.0.1, time stamp: 0x528d0d55&#x000d;&#x000a;Faulting module name: unknown, version: 0.0.0.0, time stamp: 0x00000000&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0000010c&#x000d;&#x000a;Faulting process id: 0x0x30D0&#x000d;&#x000a;Faulting application start time: 0x0x1DAD7D6FAE6A55A&#x000d;&#x000a;Faulting application path: C:\Program Files (x86)\Kaseya\VC3TS234319429909567\extensions\lua.exe&#x000d;&#x000a;Faulting module path: unknown&#x000d;&#x000a;Report Id: 0e0d301b-4819-4855-bdca-2730b045ea7e&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-29 11:55 PM","Application Error","Faulting application name: lua.exe, version: 6.5.0.1, time stamp: 0x528d0d55&#x000d;&#x000a;Faulting module name: unknown, version: 0.0.0.0, time stamp: 0x00000000&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x000002bc&#x000d;&#x000a;Faulting process id: 0x0x30D8&#x000d;&#x000a;Faulting application start time: 0x0x1DAD7D6FAE6A589&#x000d;&#x000a;Faulting application path: C:\Program Files (x86)\Kaseya\CMPSYT25611132368159\extensions\lua.exe&#x000d;&#x000a;Faulting module path: unknown&#x000d;&#x000a;Report Id: 20ab346a-fe57-4de2-8c64-b246e75e0c11&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-29 6:10 PM","Application Error","Faulting application name: svchost.exe_cbdhsvc, version: 10.0.22621.1, time stamp: 0x6dc5c2a5&#x000d;&#x000a;Faulting module name: SmartActionPlatform.dll, version: 10.0.22621.3672, time stamp: 0xb61c8a2a&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0000000000008905&#x000d;&#x000a;Faulting process id: 0x0x657C&#x000d;&#x000a;Faulting application start time: 0x0x1DAE107D214CC3D&#x000d;&#x000a;Faulting application path: C:\windows\system32\svchost.exe&#x000d;&#x000a;Faulting module path: C:\Windows\System32\SmartActionPlatform.dll&#x000d;&#x000a;Report Id: d5502fac-e1f0-4817-999b-2ef176227b74&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-26 8:54 PM","Application Error","Faulting application name: svchost.exe_cbdhsvc, version: 10.0.22621.1, time stamp: 0x6dc5c2a5&#x000d;&#x000a;Faulting module name: SmartActionPlatform.dll, version: 10.0.22621.3672, time stamp: 0xb61c8a2a&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0000000000008905&#x000d;&#x000a;Faulting process id: 0x0x3DE4&#x000d;&#x000a;Faulting application start time: 0x0x1DADF9D5A7A6609&#x000d;&#x000a;Faulting application path: C:\windows\system32\svchost.exe&#x000d;&#x000a;Faulting module path: C:\Windows\System32\SmartActionPlatform.dll&#x000d;&#x000a;Report Id: ed3c827d-a1f0-4875-8c14-b9956915840f&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-26 8:49 PM","Application Error","Faulting application name: svchost.exe_cbdhsvc, version: 10.0.22621.1, time stamp: 0x6dc5c2a5&#x000d;&#x000a;Faulting module name: SmartActionPlatform.dll, version: 10.0.22621.3672, time stamp: 0xb61c8a2a&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0000000000008905&#x000d;&#x000a;Faulting process id: 0x0x735C&#x000d;&#x000a;Faulting application start time: 0x0x1DADF9C9450A2C2&#x000d;&#x000a;Faulting application path: C:\windows\system32\svchost.exe&#x000d;&#x000a;Faulting module path: C:\Windows\System32\SmartActionPlatform.dll&#x000d;&#x000a;Report Id: e75cb311-810a-48a5-ae7c-cfd950c5335c&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-26 8:44 PM","Application Error","Faulting application name: svchost.exe_cbdhsvc, version: 10.0.22621.1, time stamp: 0x6dc5c2a5&#x000d;&#x000a;Faulting module name: SmartActionPlatform.dll, version: 10.0.22621.3672, time stamp: 0xb61c8a2a&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0000000000008905&#x000d;&#x000a;Faulting process id: 0x0x8224&#x000d;&#x000a;Faulting application start time: 0x0x1DADF6AB823D428&#x000d;&#x000a;Faulting application path: C:\windows\system32\svchost.exe&#x000d;&#x000a;Faulting module path: C:\Windows\System32\SmartActionPlatform.dll&#x000d;&#x000a;Report Id: ba71b03f-be51-4f28-aacf-b3f70958b2bc&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-26 5:57 PM","Application Error","Faulting application name: AirPodsDesktop.exe, version: 0.4.1.0, time stamp: 0x651e896b&#x000d;&#x000a;Faulting module name: Qt5Widgets.dll, version: 5.15.2.0, time stamp: 0x5fa4de05&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0003cd0d&#x000d;&#x000a;Faulting process id: 0x0x6348&#x000d;&#x000a;Faulting application start time: 0x0x1DADF6ABEB07EB5&#x000d;&#x000a;Faulting application path: C:\Program Files (x86)\AirPodsDesktop\AirPodsDesktop.exe&#x000d;&#x000a;Faulting module path: C:\Program Files (x86)\AirPodsDesktop\Qt5Widgets.dll&#x000d;&#x000a;Report Id: 15b54093-651b-44a7-9073-2f1e93a154f4&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-26 4:01 PM","Application Error","Faulting application name: AppliedPolicyWorks-GR-RemoteApp-Setup.tmp, version: 51.1052.0.0, time stamp: 0x5e6d1b8f&#x000d;&#x000a;Faulting module name: AppliedPolicyWorks-GR-RemoteApp-Setup.tmp, version: 51.1052.0.0, time stamp: 0x5e6d1b8f&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x00008724&#x000d;&#x000a;Faulting process id: 0x0x712C&#x000d;&#x000a;Faulting application start time: 0x0x1DADF75071441A8&#x000d;&#x000a;Faulting application path: C:\Users\bwalter\AppData\Local\Temp\is-DKOAA.tmp\AppliedPolicyWorks-GR-RemoteApp-Setup.tmp&#x000d;&#x000a;Faulting module path: C:\Users\bwalter\AppData\Local\Temp\is-DKOAA.tmp\AppliedPolicyWorks-GR-RemoteApp-Setup.tmp&#x000d;&#x000a;Report Id: dc6c1d30-1ee6-4bf1-9e4f-d3effd18225f&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-26 4:01 PM","Application Error","Faulting application name: WerFault.exe, version: 10.0.22621.3810, time stamp: 0x1aa5faec&#x000d;&#x000a;Faulting module name: ntdll.dll, version: 10.0.22621.3733, time stamp: 0x86d1a81c&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x00044079&#x000d;&#x000a;Faulting process id: 0x0x82A8&#x000d;&#x000a;Faulting application start time: 0x0x1DADF750A452E6C&#x000d;&#x000a;Faulting application path: C:\windows\SysWOW64\WerFault.exe&#x000d;&#x000a;Faulting module path: C:\windows\SYSTEM32\ntdll.dll&#x000d;&#x000a;Report Id: 0ba57253-af7f-4ae7-9b09-8a3f0b7050ef&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-26 4:01 PM","Application Error","Faulting application name: AppliedPolicyWorks-GR-RemoteApp-Setup.tmp, version: 51.1052.0.0, time stamp: 0x5e6d1b8f&#x000d;&#x000a;Faulting module name: ntdll.dll, version: 10.0.22621.3733, time stamp: 0x86d1a81c&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x00044079&#x000d;&#x000a;Faulting process id: 0x0x712C&#x000d;&#x000a;Faulting application start time: 0x0x1DADF75071441A8&#x000d;&#x000a;Faulting application path: C:\Users\bwalter\AppData\Local\Temp\is-DKOAA.tmp\AppliedPolicyWorks-GR-RemoteApp-Setup.tmp&#x000d;&#x000a;Faulting module path: C:\windows\SYSTEM32\ntdll.dll&#x000d;&#x000a;Report Id: 92e0a4bf-f237-4236-a5f6-ac6dad191055&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-25 6:30 PM","Application Error","Faulting application name: svchost.exe_cbdhsvc, version: 10.0.22621.1, time stamp: 0x6dc5c2a5&#x000d;&#x000a;Faulting module name: SmartActionPlatform.dll, version: 10.0.22621.3672, time stamp: 0xb61c8a2a&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0000000000008905&#x000d;&#x000a;Faulting process id: 0x0x78D4&#x000d;&#x000a;Faulting application start time: 0x0x1DADEA37CAA7F7D&#x000d;&#x000a;Faulting application path: C:\windows\system32\svchost.exe&#x000d;&#x000a;Faulting module path: C:\Windows\System32\SmartActionPlatform.dll&#x000d;&#x000a;Report Id: f078196c-626e-4b40-9110-4b02c39abdd0&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-24 6:39 PM","Application Error","Faulting application name: nada_264_logioptionsplus.exe, version: 1.46.5296.0, time stamp: 0x64a456ab&#x000d;&#x000a;Faulting module name: ntdll.dll, version: 10.0.22621.3733, time stamp: 0x67ca8829&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0000000000037d00&#x000d;&#x000a;Faulting process id: 0x0x38A0&#x000d;&#x000a;Faulting application start time: 0x0x1DADDF8AB269615&#x000d;&#x000a;Faulting application path: C:\Users\bwalter\AppData\Local\Temp\lu\nada_264_logioptionsplus.exe&#x000d;&#x000a;Faulting module path: C:\windows\SYSTEM32\ntdll.dll&#x000d;&#x000a;Report Id: 4031723f-a25b-4447-8456-6d9f05a5c1ee&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-24 6:38 PM","Application Error","Faulting application name: rundll32.exe_LogiLDA.dll, version: 10.0.22621.3880, time stamp: 0x201dfc1b&#x000d;&#x000a;Faulting module name: ntdll.dll, version: 10.0.22621.3733, time stamp: 0x67ca8829&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0000000000037d00&#x000d;&#x000a;Faulting process id: 0x0x254C&#x000d;&#x000a;Faulting application start time: 0x0x1DADDF8A0519082&#x000d;&#x000a;Faulting application path: C:\Windows\system32\rundll32.exe&#x000d;&#x000a;Faulting module path: C:\windows\SYSTEM32\ntdll.dll&#x000d;&#x000a;Report Id: fae1ec6e-70c3-4ea5-a459-2283625839f9&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-23 1:41 PM","Application Error","Faulting application name: backgroundTaskHost.exe, version: 10.0.22621.1, time stamp: 0x004687c2&#x000d;&#x000a;Faulting module name: twinapi.appcore.dll, version: 10.0.22621.3810, time stamp: 0xaf5b3dbf&#x000d;&#x000a;Exception code: 0xc000027b&#x000d;&#x000a;Fault offset: 0x00000000000ca1b3&#x000d;&#x000a;Faulting process id: 0x0x5470&#x000d;&#x000a;Faulting application start time: 0x0x1DADD03FCD2EE84&#x000d;&#x000a;Faulting application path: C:\windows\system32\backgroundTaskHost.exe&#x000d;&#x000a;Faulting module path: C:\Windows\System32\twinapi.appcore.dll&#x000d;&#x000a;Report Id: a47fa498-e47e-4841-af05-cdfcb7b17e26&#x000d;&#x000a;Faulting package full name: Microsoft.Todos_2.114.7122.0_x64__8wekyb3d8bbwe&#x000d;&#x000a;Faulting package-relative application ID: App"
"2024-07-22 10:19 PM","Application Error","Faulting application name: svchost.exe_cbdhsvc, version: 10.0.22621.1, time stamp: 0x6dc5c2a5&#x000d;&#x000a;Faulting module name: SmartActionPlatform.dll, version: 10.0.22621.3672, time stamp: 0xb61c8a2a&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0000000000008905&#x000d;&#x000a;Faulting process id: 0x0x3D5C&#x000d;&#x000a;Faulting application start time: 0x0x1DADC84E00B8382&#x000d;&#x000a;Faulting application path: C:\windows\system32\svchost.exe&#x000d;&#x000a;Faulting module path: C:\Windows\System32\SmartActionPlatform.dll&#x000d;&#x000a;Report Id: 79b1b6d4-72e5-4a35-978d-e600a1547c35&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-22 10:16 PM","Application Error","Faulting application name: svchost.exe_cbdhsvc, version: 10.0.22621.1, time stamp: 0x6dc5c2a5&#x000d;&#x000a;Faulting module name: SmartActionPlatform.dll, version: 10.0.22621.3672, time stamp: 0xb61c8a2a&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0000000000008905&#x000d;&#x000a;Faulting process id: 0x0x2D5C&#x000d;&#x000a;Faulting application start time: 0x0x1DADC374A601AAF&#x000d;&#x000a;Faulting application path: C:\windows\system32\svchost.exe&#x000d;&#x000a;Faulting module path: C:\Windows\System32\SmartActionPlatform.dll&#x000d;&#x000a;Report Id: 7b8adfc0-75fe-4603-adf5-06fbce22a38b&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-22 1:07 PM","Application Error","Faulting application name: AdobeARM.exe, version: 1.824.460.1078, time stamp: 0x667b94a9&#x000d;&#x000a;Faulting module name: ntdll.dll, version: 10.0.22621.3733, time stamp: 0x86d1a81c&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x00044079&#x000d;&#x000a;Faulting process id: 0x0x7238&#x000d;&#x000a;Faulting application start time: 0x0x1DADC38125F6DE4&#x000d;&#x000a;Faulting application path: C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\AdobeARM.exe&#x000d;&#x000a;Faulting module path: C:\windows\SYSTEM32\ntdll.dll&#x000d;&#x000a;Report Id: fecc4bfa-fa96-4f5f-be84-6af9ecbf2360&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-16 11:35 PM","Application Error","Faulting application name: AdobeARM.exe, version: 1.824.460.1078, time stamp: 0x667b94a9&#x000d;&#x000a;Faulting module name: ntdll.dll, version: 10.0.22621.3733, time stamp: 0x86d1a81c&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x00044079&#x000d;&#x000a;Faulting process id: 0x0x1270&#x000d;&#x000a;Faulting application start time: 0x0x1DAD7D8C692C55E&#x000d;&#x000a;Faulting application path: C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\AdobeARM.exe&#x000d;&#x000a;Faulting module path: C:\windows\SYSTEM32\ntdll.dll&#x000d;&#x000a;Report Id: cfe6488f-9b39-43de-b98f-712ceccc4d6f&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-16 11:20 PM","Application Error","Faulting application name: lua.exe, version: 6.5.0.1, time stamp: 0x528d0d55&#x000d;&#x000a;Faulting module name: unknown, version: 0.0.0.0, time stamp: 0x00000000&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x000002a8&#x000d;&#x000a;Faulting process id: 0x0x3ADC&#x000d;&#x000a;Faulting application start time: 0x0x1DAD3A33D201BD8&#x000d;&#x000a;Faulting application path: C:\Program Files (x86)\Kaseya\VC3TS234319429909567\extensions\lua.exe&#x000d;&#x000a;Faulting module path: unknown&#x000d;&#x000a;Report Id: 29bfb878-f8f5-4ca1-9624-b6c2108c232f&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-16 11:18 PM","Application Error","Faulting application name: WerFault.exe, version: 10.0.22621.3810, time stamp: 0xd55d5210&#x000d;&#x000a;Faulting module name: ntdll.dll, version: 10.0.22621.3733, time stamp: 0x67ca8829&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0000000000037d00&#x000d;&#x000a;Faulting process id: 0x0x3130&#x000d;&#x000a;Faulting application start time: 0x0x1DAD7D680D5B14F&#x000d;&#x000a;Faulting application path: C:\windows\system32\WerFault.exe&#x000d;&#x000a;Faulting module path: C:\windows\SYSTEM32\ntdll.dll&#x000d;&#x000a;Report Id: ea33893a-5beb-4401-b5b3-77113a60e61c&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-16 11:18 PM","Application Error","Faulting application name: Taskmgr.exe, version: 10.0.22621.3810, time stamp: 0x54630e8f&#x000d;&#x000a;Faulting module name: ntdll.dll, version: 10.0.22621.3733, time stamp: 0x67ca8829&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0000000000037d00&#x000d;&#x000a;Faulting process id: 0x0x3ED0&#x000d;&#x000a;Faulting application start time: 0x0x1DAD7D675248361&#x000d;&#x000a;Faulting application path: C:\windows\System32\Taskmgr.exe&#x000d;&#x000a;Faulting module path: C:\windows\SYSTEM32\ntdll.dll&#x000d;&#x000a;Report Id: 6bf9af4e-7c0d-456b-a120-5f92de5c70c5&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-16 2:59 PM","Application Error","Faulting application name: AdobeARM.exe, version: 1.824.460.1078, time stamp: 0x667b94a9&#x000d;&#x000a;Faulting module name: ntdll.dll, version: 10.0.22621.3733, time stamp: 0x86d1a81c&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x00044079&#x000d;&#x000a;Faulting process id: 0x0x3FA4&#x000d;&#x000a;Faulting application start time: 0x0x1DAD790B8B82305&#x000d;&#x000a;Faulting application path: C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\AdobeARM.exe&#x000d;&#x000a;Faulting module path: C:\windows\SYSTEM32\ntdll.dll&#x000d;&#x000a;Report Id: e57816a6-8101-4b92-b52e-773b037062d9&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
"2024-07-12 2:53 PM","Application Error","Faulting application name: ensserver.exe, version: 0.0.0.0, time stamp: 0x622838d2&#x000d;&#x000a;Faulting module name: ntdll.dll, version: 10.0.22621.3733, time stamp: 0x86d1a81c&#x000d;&#x000a;Exception code: 0xc0000005&#x000d;&#x000a;Fault offset: 0x0006ab1f&#x000d;&#x000a;Faulting process id: 0x0x31FC&#x000d;&#x000a;Faulting application start time: 0x0x1DAD31487FE5F5E&#x000d;&#x000a;Faulting application path: C:\Program Files (x86)\EaseUS\ENS\ensserver.exe&#x000d;&#x000a;Faulting module path: C:\windows\SYSTEM32\ntdll.dll&#x000d;&#x000a;Report Id: 9682a3c2-1c90-4b57-a947-0f9943f0a890&#x000d;&#x000a;Faulting package full name: &#x000d;&#x000a;Faulting package-relative application ID:"
