"Time","Type","FaultingApplicationName","ApplicationVersion","FaultingModule","ExceptionCode","FaultOffset","FaultingProcessId","ReportId","FaultingPackageFullName"
"2024-08-12 2:53 PM","Application Error","AdobeARM.exe","1.824.460.1091","ntdll.dll","0xc0000005Fault","0x00044079","0x0x399C","45e671d3-dd15-4e21-97bf-a40ffe0fd3d4",""
"2024-08-09 11:29 PM","Application Error","KaseyaLiveConnect.exe","9.5.8908.10196","Qt5WebSockets.dll","0xc0000005Fault","0x0000000000005fbd","0x0x4268","a232c555-f4fe-4dc8-9e6e-38217ee56d9c",""
"2024-08-08 10:14 PM","Application Error","ensserver.exe","0.0.0.0","ucrtbase.dll","0xc0000409Fault","0x0009e3bb","0x0x1468","401e55f2-cca3-4461-be41-eca22b1ef7a8",""
"2024-08-08 1:46 PM","Application Error","svchost.exe_cbdhsvc","10.0.22621.1","SmartActionPlatform.dll","0xc0000005Fault","0x0000000000008905","0x0x3FB0","2db4af93-89f0-4547-9d9c-c9663362543f",""
"2024-08-08 1:03 PM","Application Error","AdobeARM.exe","1.824.460.1078","ntdll.dll","0xc0000005Fault","0x00044079","0x0x861C","f33e3edf-12c1-486e-bf00-c1b77db0c5fb",""
"2024-08-02 8:16 PM","Application Error","ShellExperienceHost.exe","10.0.22621.3810","Windows.UI.QuickActions.dll","0xc0000409Fault","0x00000000004b7b21","0x0x43B8","c18e7f54-40ea-4a7b-9805-08a23b996e43","Microsoft.Windows.ShellExperienceHost_10.0.22621.3810_neutral_neutral_cw5n1h2txyewy"
"2024-08-02 7:33 PM","Application Error","RuntimeBroker.exe","10.0.22621.3672","shcore.dll","0xc0000005Fault","0x000000000001a858","0x0x5E3C","5530f9e7-7098-4890-9009-6782ffd83885","Microsoft.Windows.ShellExperienceHost_10.0.22621.3810_neutral_neutral_cw5n1h2txyewy"
"2024-07-31 10:10 PM","Application Error","AirPodsDesktop.exe","0.4.1.0","ntdll.dll","0xc0000005Fault","0x0008d0e6","0x0x594C","d27298e5-beee-429c-9f65-b4ee853cb59a",""
"2024-07-30 3:52 AM","Application Error","ensserver.exe","0.0.0.0","ntdll.dll","0xc0000374Fault","0x000edb7f","0x0x1910","b057e58a-b617-4b21-bebc-a622e1fd6a62",""
"2024-07-29 11:55 PM","Application Error","lua.exe","6.5.0.1","unknown","0xc0000005Fault","0x0000010c","0x0x30D0","0e0d301b-4819-4855-bdca-2730b045ea7e",""
"2024-07-29 11:55 PM","Application Error","lua.exe","6.5.0.1","unknown","0xc0000005Fault","0x000002bc","0x0x30D8","20ab346a-fe57-4de2-8c64-b246e75e0c11",""
"2024-07-29 6:10 PM","Application Error","svchost.exe_cbdhsvc","10.0.22621.1","SmartActionPlatform.dll","0xc0000005Fault","0x0000000000008905","0x0x657C","d5502fac-e1f0-4817-999b-2ef176227b74",""
"2024-07-26 8:54 PM","Application Error","svchost.exe_cbdhsvc","10.0.22621.1","SmartActionPlatform.dll","0xc0000005Fault","0x0000000000008905","0x0x3DE4","ed3c827d-a1f0-4875-8c14-b9956915840f",""
"2024-07-26 8:49 PM","Application Error","svchost.exe_cbdhsvc","10.0.22621.1","SmartActionPlatform.dll","0xc0000005Fault","0x0000000000008905","0x0x735C","e75cb311-810a-48a5-ae7c-cfd950c5335c",""
"2024-07-26 8:44 PM","Application Error","svchost.exe_cbdhsvc","10.0.22621.1","SmartActionPlatform.dll","0xc0000005Fault","0x0000000000008905","0x0x8224","ba71b03f-be51-4f28-aacf-b3f70958b2bc",""
"2024-07-26 5:57 PM","Application Error","AirPodsDesktop.exe","0.4.1.0","Qt5Widgets.dll","0xc0000005Fault","0x0003cd0d","0x0x6348","15b54093-651b-44a7-9073-2f1e93a154f4",""
"2024-07-26 4:01 PM","Application Error","AppliedPolicyWorks-GR-RemoteApp-Setup.tmp","51.1052.0.0","AppliedPolicyWorks-GR-RemoteApp-Setup.tmp","0xc0000005Fault","0x00008724","0x0x712C","dc6c1d30-1ee6-4bf1-9e4f-d3effd18225f",""
"2024-07-26 4:01 PM","Application Error","WerFault.exe","10.0.22621.3810","ntdll.dll","0xc0000005Fault","0x00044079","0x0x82A8","0ba57253-af7f-4ae7-9b09-8a3f0b7050ef",""
"2024-07-26 4:01 PM","Application Error","AppliedPolicyWorks-GR-RemoteApp-Setup.tmp","51.1052.0.0","ntdll.dll","0xc0000005Fault","0x00044079","0x0x712C","92e0a4bf-f237-4236-a5f6-ac6dad191055",""
"2024-07-25 6:30 PM","Application Error","svchost.exe_cbdhsvc","10.0.22621.1","SmartActionPlatform.dll","0xc0000005Fault","0x0000000000008905","0x0x78D4","f078196c-626e-4b40-9110-4b02c39abdd0",""
"2024-07-24 6:39 PM","Application Error","nada_264_logioptionsplus.exe","1.46.5296.0","ntdll.dll","0xc0000005Fault","0x0000000000037d00","0x0x38A0","4031723f-a25b-4447-8456-6d9f05a5c1ee",""
"2024-07-24 6:38 PM","Application Error","rundll32.exe_LogiLDA.dll","10.0.22621.3880","ntdll.dll","0xc0000005Fault","0x0000000000037d00","0x0x254C","fae1ec6e-70c3-4ea5-a459-2283625839f9",""
"2024-07-23 1:41 PM","Application Error","backgroundTaskHost.exe","10.0.22621.1","twinapi.appcore.dll","0xc000027bFault","0x00000000000ca1b3","0x0x5470","a47fa498-e47e-4841-af05-cdfcb7b17e26","Microsoft.Todos_2.114.7122.0_x64__8wekyb3d8bbwe"
"2024-07-22 10:19 PM","Application Error","svchost.exe_cbdhsvc","10.0.22621.1","SmartActionPlatform.dll","0xc0000005Fault","0x0000000000008905","0x0x3D5C","79b1b6d4-72e5-4a35-978d-e600a1547c35",""
"2024-07-22 10:16 PM","Application Error","svchost.exe_cbdhsvc","10.0.22621.1","SmartActionPlatform.dll","0xc0000005Fault","0x0000000000008905","0x0x2D5C","7b8adfc0-75fe-4603-adf5-06fbce22a38b",""
"2024-07-22 1:07 PM","Application Error","AdobeARM.exe","1.824.460.1078","ntdll.dll","0xc0000005Fault","0x00044079","0x0x7238","fecc4bfa-fa96-4f5f-be84-6af9ecbf2360",""
"2024-07-16 11:35 PM","Application Error","AdobeARM.exe","1.824.460.1078","ntdll.dll","0xc0000005Fault","0x00044079","0x0x1270","cfe6488f-9b39-43de-b98f-712ceccc4d6f",""
"2024-07-16 11:20 PM","Application Error","lua.exe","6.5.0.1","unknown","0xc0000005Fault","0x000002a8","0x0x3ADC","29bfb878-f8f5-4ca1-9624-b6c2108c232f",""
"2024-07-16 11:18 PM","Application Error","WerFault.exe","10.0.22621.3810","ntdll.dll","0xc0000005Fault","0x0000000000037d00","0x0x3130","ea33893a-5beb-4401-b5b3-77113a60e61c",""
"2024-07-16 11:18 PM","Application Error","Taskmgr.exe","10.0.22621.3810","ntdll.dll","0xc0000005Fault","0x0000000000037d00","0x0x3ED0","6bf9af4e-7c0d-456b-a120-5f92de5c70c5",""
"2024-07-16 2:59 PM","Application Error","AdobeARM.exe","1.824.460.1078","ntdll.dll","0xc0000005Fault","0x00044079","0x0x3FA4","e57816a6-8101-4b92-b52e-773b037062d9",""
"2024-07-12 2:53 PM","Application Error","ensserver.exe","0.0.0.0","ntdll.dll","0xc0000005Fault","0x0006ab1f","0x0x31FC","9682a3c2-1c90-4b57-a947-0f9943f0a890",""
"2024-07-10 8:56 PM","Application Error","WerFault.exe","10.0.22621.3810","ntdll.dll","0xc0000005Fault","0x00044079","0x0x3BB8","31c18df6-1c74-4adf-8739-0c3beb238ca0",""
"2024-07-10 8:56 PM","Application Error","AdobeARM.exe","1.824.460.1078","ntdll.dll","0xc0000005Fault","0x00044079","0x0x5770","665148a7-b024-479e-ae5d-15db62af9f1b",""
"2024-07-10 7:27 PM","Application Error","lua.exe","6.5.0.1","unknown","0xc0000005Fault","0x00000298","0x0x3018","4db01fae-3a63-450f-af59-4908fe4bd683",""
"2024-07-10 7:27 PM","Application Error","lua.exe","6.5.0.1","unknown","0xc0000005Fault","0x00000118","0x0x2F6C","3fe80ec7-9607-4183-b9dd-fac88f70069e",""
"2024-07-04 5:40 PM","Application Error","AdobeARM.exe","1.824.460.1078","ntdll.dll","0xc0000005Fault","0x00044079","0x0x5E0C","179ad583-6a50-4549-9fbc-46815f53420a",""
"2024-07-04 5:25 PM","Application Error","bad_module_info","0.0.0.0","unknown","0x00000000Fault","0x00000000","0x0x16B0","e56cac8b-0855-4ce8-a205-1acd0234e1eb",""
"2024-07-04 5:25 PM","Application Error","PrintIsolationHost.exe","10.0.22621.1","hppccdvq64.dll","0xc0000409Fault","0x0000000000001b91","0x0x2E2C","6cbfc84f-2279-46c7-82ad-8b3cb2ff649e",""
"2024-07-03 9:47 PM","Application Error","WerFault.exe","10.0.22621.3672","ntdll.dll","0xc0000005Fault","0x0000000000037d00","0x0xD7C8","71577964-669c-4225-8aaa-485a103eb7e9",""
"2024-07-03 9:47 PM","Application Error","Photos.exe","0.0.0.0","ntdll.dll","0xc0000005Fault","0x0000000000037d00","0x0xD934","d0824f79-09b0-45dc-9147-c73219021f41","Microsoft.Windows.Photos_2024.11060.20006.0_x64__8wekyb3d8bbwe"
"2024-07-03 2:58 PM","Application Error","AdobeARM.exe","1.824.460.1078","ntdll.dll","0xc0000005Fault","0x00044079","0x0x11F8","fa64c42e-8799-43ae-831b-15bbdcc5b070",""
"2024-06-28 9:59 PM","Application Error","Taskmgr.exe","10.0.22621.3672","ntdll.dll","0xc0000005Fault","0x0000000000037d00","0x0x16BC","c9624549-77ba-447e-9890-5f85c98abd99",""
"2024-06-28 3:00 PM","Application Error","WerFault.exe","10.0.22621.3672","ntdll.dll","0xc0000005Fault","0x00044079","0x0x3BAC","661c59a4-3604-4ef5-8ad1-c3f79ce17018",""
"2024-06-28 3:00 PM","Application Error","AdobeARM.exe","1.824.460.1067","ntdll.dll","0xc0000005Fault","0x00044079","0x0x477C","ebd4c06d-2dbd-4994-9025-6d5066e4cb6d",""
"2024-06-27 11:52 PM","Application Error","bad_module_info","0.0.0.0","unknown","0x00000000Fault","0x00000000","0x0x1958","1e9777d7-6e12-4379-9cd7-478445fc650f",""
"2024-06-27 11:50 PM","Application Error","lua.exe","6.5.0.1","unknown","0xc0000005Fault","0x00000290","0x0x2FB8","4d6e949c-83b8-4a49-a65b-34f8c4eac28b",""
"2024-06-27 3:00 PM","Application Error","AdobeARM.exe","1.824.460.1067","ntdll.dll","0xc0000005Fault","0x00044079","0x0x4CA8","b8d3b889-f635-4db9-885d-036a92ba80bd",""
"2024-06-26 6:53 PM","Application Error","SnippingTool.exe","11.2405.32.0","ucrtbase.dll","0xc0000409Fault","0x000000000007f6fe","0x0x46E4","2f652aee-de78-4082-91f3-fd25f2da39b4","Microsoft.ScreenSketch_11.2405.32.0_x64__8wekyb3d8bbwe"
"2024-06-25 5:10 PM","Application Error","WerFault.exe","10.0.22621.3672","ntdll.dll","0xc0000005Fault","0x00044079","0x0x6164","c7545575-aa58-4e77-8aeb-e88f29b19a12",""
"2024-06-25 5:10 PM","Application Error","AdobeARM.exe","1.824.460.1067","ntdll.dll","0xc0000005Fault","0x00044079","0x0x2518","481c0fb1-82bb-43b6-8e73-aab38ab4e035",""
"2024-06-25 4:56 PM","Application Error","lua.exe","6.5.0.1","unknown","0xc0000005Fault","0x000003c8","0x0x2F80","10c7a18d-2bbe-4b8f-8d5b-1d230d75369c",""
"2024-06-25 4:56 PM","Application Error","lua.exe","6.5.0.1","unknown","0xc0000005Fault","0x00000104","0x0x2EEC","2a04c4a3-7e2d-4390-afff-c45deb0ec976",""
"2024-06-25 2:51 PM","Application Error","AdobeARM.exe","1.824.460.1067","ntdll.dll","0xc0000005Fault","0x00044079","0x0x431C","26e2ab73-f5ad-4c0c-bbd8-d1ea8c818d9e",""
"2024-06-21 3:00 PM","Application Error","AdobeARM.exe","1.824.460.1067","ntdll.dll","0xc0000005Fault","0x00044079","0x0xEE4","4f047f29-6604-4a31-9fd2-cc7d5a7eba9c",""
"2024-06-20 11:18 PM","Application Error","AdobeARM.exe","1.824.460.1067","ntdll.dll","0xc0000005Fault","0x00044079","0x0x1B50","fe831daa-d40a-4f29-a246-f658c1cc11c7",""
"2024-06-19 7:36 PM","Application Error","SnippingTool.exe","11.2404.40.0","SnippingToolUI.dll","0xc0000005Fault","0x000000000004b868","0x0x53F8","a498cec3-5e2a-44a0-8769-ebd20c075d50","Microsoft.ScreenSketch_11.2404.40.0_x64__8wekyb3d8bbwe"
"2024-06-18 11:13 PM","Application Error","winget.exe","1.22.2405.5001","ntdll.dll","0xc0000005Fault","0x0000000000037d00","0x0x5010","0bcb6957-823d-403e-a972-d880533f03f9","Microsoft.DesktopAppInstaller_1.22.11261.0_x64__8wekyb3d8bbwe"
"2024-06-18 11:13 PM","Application Error","Taskmgr.exe","10.0.22621.3672","DUI70.dll","0xc000041dFault","0x00000000000249d3","0x0x3EA8","fc2c1cfd-9acb-45b4-b8f4-3bdc071a77c4",""
"2024-06-18 11:13 PM","Application Error","WerFault.exe","10.0.22621.3672","ntdll.dll","0xc0000005Fault","0x0000000000037d00","0x0x389C","5ac3f5af-0b33-43be-85e5-9e93d537e878",""
"2024-06-18 11:13 PM","Application Error","Taskmgr.exe","10.0.22621.3672","DUI70.dll","0xc0000005Fault","0x00000000000249d3","0x0x3EA8","3efeaef8-0d27-4ee0-8659-ff700d6a089e",""
"2024-06-18 10:59 PM","Application Error","DllHost.exe","10.0.22621.1","ntdll.dll","0xc0000409Fault","0x000000000008f0bf","0x0x43F8","eae7ef2f-515a-45da-9b94-d4087b6a13b6",""
"2024-06-18 6:51 PM","Application Error","explorer.exe","10.0.22621.3733","ntdll.dll","0xc0000005Fault","0x0000000000037d00","0x0xBB4","8d713c52-0de4-4e1d-856b-20bd1fb06598",""
"2024-06-17 5:42 PM","Application Error","AdobeARM.exe","1.824.460.1067","ntdll.dll","0xc0000005Fault","0x00044079","0x0x3324","def199d8-c6f3-4470-9855-74e3b46aff48",""
"2024-06-17 5:07 PM","Application Error","lua.exe","6.5.0.1","unknown","0xc0000005Fault","0x000002cc","0x0x2D78","3b2ccdb6-f79f-4417-b17e-c44605df3525",""
"2024-06-17 5:07 PM","Application Error","lua.exe","6.5.0.1","unknown","0xc0000005Fault","0x000002a4","0x0x2E54","59ebee10-ecb6-481d-8847-4010b6bfdab5",""
"2024-06-17 2:59 PM","Application Error","WerFault.exe","10.0.22621.3672","ntdll.dll","0xc0000005Fault","0x00044079","0x0x31A8","968a620e-4c27-4a65-9e11-d531b33d16ff",""
"2024-06-17 2:59 PM","Application Error","AdobeARM.exe","1.824.460.1067","ntdll.dll","0xc0000005Fault","0x00044079","0x0x33C4","32a400be-96ca-4a7c-8019-e77a30d387d5",""
"2024-06-14 9:27 PM","Application Error","backgroundTaskHost.exe","10.0.22621.1","twinapi.appcore.dll","0xc000027bFault","0x00000000000ca2d3","0x0x6B18","100c78fc-551d-4d1d-ab5b-db611e12b4c2","Microsoft.YourPhone_1.24051.101.0_x64__8wekyb3d8bbwe"
"2024-06-14 3:10 PM","Application Error","WerFault.exe","10.0.22621.3672","ntdll.dll","0xc0000005Fault","0x00044079","0x0x5D3C","b928e48b-c8dc-4942-8908-12962c42e49e",""
"2024-06-14 3:09 PM","Application Error","AdobeARM.exe","1.824.460.1067","ntdll.dll","0xc0000005Fault","0x00044079","0x0x4A50","b5cbd14e-3293-48d5-a1fb-22cf99a7ed66",""
"2024-06-13 11:54 PM","Application Error","Resolve.exe","19.0.0.33","fusionsystem.dll_unloaded","0xc0000005Fault","0x0000000000724f90","0x0x3CAC","505c2dfc-3d21-4f2e-86bf-1dbdf9734018",""
"2024-06-13 9:43 PM","Application Error","Resolve.exe","19.0.0.33","fusionsystem.dll_unloaded","0xc0000005Fault","0x0000000000724f90","0x0x4DD0","cc859c7f-1e45-4741-8ca0-955573129809",""
"2024-06-13 6:13 PM","Application Error","AdobeARM.exe","1.824.460.1067","ntdll.dll","0xc0000005Fault","0x00044079","0x0x59B0","cc9ea400-6931-4dce-98c7-a02b147f98c6",""
"2024-06-12 11:51 PM","Application Error","bad_module_info","0.0.0.0","unknown","0x00000000Fault","0x00000000","0x0x183C","42a76aec-cddf-4311-ac3f-7061832b733f",""
"2024-06-12 11:51 PM","Application Error","lua.exe","6.5.0.1","unknown","0xc0000005Fault","0x000002bc","0x0x2E14","8f022d6d-a8a5-4885-b7d0-4c4745dfea72",""
"2024-06-12 11:51 PM","Application Error","lua.exe","6.5.0.1","unknown","0xc0000005Fault","0x000003d8","0x0x2D28","2bf24735-51cf-4c77-a41a-ba24a5ec8744",""
"2024-06-12 9:46 PM","Application Error","WerFault.exe","10.0.22621.3672","ntdll.dll","0xc0000005Fault","0x0000000000037820","0x0x6CD0","2c17cfc5-e52c-4c31-b129-bfcd3ff4649f",""
"2024-06-12 9:46 PM","Application Error","WinRAR.exe","7.1.0.0","ntdll.dll","0xc0000005Fault","0x0000000000037820","0x0x578","4fb2bf3b-5cc2-4ab3-b3b7-b85e55fd42e4",""
"2024-06-12 3:00 PM","Application Error","AdobeARM.exe","1.824.460.1067","ntdll.dll","0xc0000005Fault","0x00043ae9","0x0x63B0","2d7678c7-c1fc-432c-bf92-d1548a365a7a",""
"2024-06-10 2:44 PM","Application Error","AdobeARM.exe","1.824.460.1067","ntdll.dll","0xc0000005Fault","0x00043ae9","0x0x1710","911f1a85-2fbe-4569-8a3a-a6297534f6c1",""
